creationDate,startDate,endDate,kcalBurned,milesCycled
2018-09-24 07:26:33 -0700,2018-09-10 15:35:19 -0700,2018-09-10 16:00:07 -0700,195.4,4.37576
2018-09-24 07:26:33 -0700,2018-09-07 15:04:37 -0700,2018-09-07 15:28:52 -0700,199,4.37756
2018-09-28 15:38:03 -0700,2018-09-12 15:13:00 -0700,2018-09-12 15:45:35 -0700,195.3,4.45896
2018-10-03 15:28:11 -0700,2018-09-19 15:16:39 -0700,2018-09-19 15:45:23 -0700,196.5,4.35656
2018-10-05 07:19:38 -0700,2018-10-05 06:49:10 -0700,2018-10-05 07:16:10 -0700,210,4.66072
2018-10-08 14:29:12 -0700,2018-09-21 15:05:54 -0700,2018-09-21 15:29:35 -0700,195.1,4.41229
2018-10-10 07:25:31 -0700,2018-09-24 15:18:39 -0700,2018-09-24 15:43:00 -0700,178.3,4.40347
2018-10-10 07:25:31 -0700,2018-09-26 15:07:23 -0700,2018-09-26 15:33:56 -0700,194.1,4.47835
2018-10-10 07:26:23 -0700,2018-10-10 06:58:07 -0700,2018-10-10 07:24:56 -0700,184.7,4.52197
2018-10-15 15:11:45 -0700,2018-10-05 15:08:29 -0700,2018-10-05 15:33:24 -0700,177.749,4.3788
2018-10-15 15:11:45 -0700,2018-10-08 14:03:38 -0700,2018-10-08 14:29:07 -0700,189.397,4.3857
2018-10-15 15:11:45 -0700,2018-10-03 15:01:51 -0700,2018-10-03 15:27:50 -0700,188.604,4.44436
2018-10-15 15:39:12 -0700,2018-10-01 15:26:36 -0700,2018-10-01 15:51:59 -0700,195.429,4.36824
2018-10-15 15:39:12 -0700,2018-09-28 15:11:35 -0700,2018-09-28 15:37:31 -0700,182.915,4.39887
2018-10-17 07:36:26 -0700,2018-10-17 07:02:29 -0700,2018-10-17 07:29:50 -0700,196.37,4.5114
2018-10-19 09:00:30 -0700,2018-10-19 06:59:15 -0700,2018-10-19 07:27:53 -0700,194.789,4.5142
2018-10-21 06:52:31 -0700,2018-10-17 14:58:52 -0700,2018-10-17 15:23:49 -0700,184.714,4.39017
2018-10-21 06:52:31 -0700,2018-10-12 14:53:55 -0700,2018-10-12 15:20:54 -0700,188.644,4.4502
2018-10-21 06:52:31 -0700,2018-10-15 15:13:15 -0700,2018-10-15 15:38:55 -0700,183.285,4.37787
2018-10-21 06:52:31 -0700,2018-10-10 15:00:57 -0700,2018-10-10 15:25:23 -0700,183.104,4.40602
2018-10-21 06:52:31 -0700,2018-10-19 14:06:15 -0700,2018-10-19 14:31:06 -0700,187.198,4.38104
2018-10-26 14:51:22 -0700,2018-10-26 14:24:23 -0700,2018-10-26 14:49:24 -0700,189.376,4.36389
2018-10-29 07:26:09 -0700,2018-10-29 06:54:20 -0700,2018-10-29 07:23:31 -0700,182.946,4.53222
2018-10-31 07:29:19 -0700,2018-10-31 06:58:18 -0700,2018-10-31 07:27:14 -0700,179.472,4.51874
2018-11-02 07:29:27 -0700,2018-11-02 06:59:02 -0700,2018-11-02 07:28:12 -0700,186.772,4.57721
2018-11-04 10:04:44 -0700,2018-11-04 07:43:35 -0700,2018-11-04 10:03:11 -0700,960.201,30.4276
2018-11-07 08:19:24 -0700,2018-11-07 07:50:50 -0700,2018-11-07 08:16:50 -0700,196.284,4.4922
2018-11-09 11:03:31 -0700,2018-11-09 08:52:06 -0700,2018-11-09 10:55:16 -0700,632.027,20.9815
2018-11-11 10:08:53 -0700,2018-11-11 07:48:13 -0700,2018-11-11 10:07:22 -0700,898.841,30.5933
2018-11-14 08:29:22 -0700,2018-11-14 07:59:46 -0700,2018-11-14 08:28:06 -0700,198.538,4.63704
2018-11-16 08:22:16 -0700,2018-11-16 07:52:25 -0700,2018-11-16 08:20:24 -0700,208.433,4.48518
2018-11-19 08:28:04 -0700,2018-11-07 16:52:38 -0700,2018-11-07 17:16:32 -0700,192.377,4.37135
2018-11-19 08:28:04 -0700,2018-11-05 16:43:18 -0700,2018-11-05 17:06:47 -0700,189.697,4.31076
2018-11-19 08:28:04 -0700,2018-11-02 15:02:59 -0700,2018-11-02 15:26:43 -0700,187.324,4.31505
2018-11-19 08:28:04 -0700,2018-10-31 15:40:33 -0700,2018-10-31 16:05:19 -0700,192.236,4.32288
2018-12-07 08:30:07 -0700,2018-12-07 07:58:32 -0700,2018-12-07 08:28:38 -0700,206.191,4.85123
2018-12-07 16:04:05 -0700,2018-11-14 16:12:04 -0700,2018-11-14 16:37:06 -0700,199.346,4.38384
2018-12-10 08:30:04 -0700,2018-12-10 07:58:22 -0700,2018-12-10 08:28:32 -0700,220.818,4.97886
2018-12-12 08:26:36 -0700,2018-12-12 07:57:44 -0700,2018-12-12 08:25:40 -0700,201.884,4.6056
2018-12-14 08:37:02 -0700,2018-12-14 08:03:17 -0700,2018-12-14 08:31:52 -0700,210.321,4.74311
2018-12-14 15:18:25 -0700,2018-11-16 16:04:05 -0700,2018-11-16 16:30:04 -0700,198.77,4.38533
2018-12-17 08:36:31 -0700,2018-12-17 07:58:46 -0700,2018-12-17 08:27:00 -0700,194.957,4.59473
2018-12-17 16:41:03 -0700,2018-11-19 16:09:26 -0700,2018-11-19 16:34:50 -0700,195.007,4.4049
2018-12-25 15:44:36 -0700,2018-12-10 15:37:50 -0700,2018-12-10 16:02:32 -0700,186.333,4.40099
2018-12-25 15:44:36 -0700,2018-12-07 15:38:52 -0700,2018-12-07 16:04:00 -0700,184.144,4.35314
2018-12-25 15:44:36 -0700,2018-11-30 15:56:04 -0700,2018-11-30 16:20:56 -0700,184.129,4.31045
2018-12-25 15:44:36 -0700,2018-12-14 14:49:29 -0700,2018-12-14 15:18:22 -0700,187.828,4.41546
2018-12-25 15:44:36 -0700,2018-12-03 16:40:27 -0700,2018-12-03 17:07:15 -0700,187.221,4.41428
2018-12-25 15:44:36 -0700,2018-12-12 16:22:09 -0700,2018-12-12 16:45:10 -0700,198.231,4.4387
2019-01-23 16:59:02 -0700,2018-12-19 08:04:36 -0700,2018-12-19 08:34:10 -0700,186.256,4.61815
2019-01-23 16:59:02 -0700,2018-12-17 16:15:55 -0700,2018-12-17 16:40:52 -0700,192.752,4.43274
2019-01-25 08:30:45 -0700,2019-01-07 07:54:26 -0700,2019-01-07 08:23:16 -0700,188.193,4.51948
2019-01-25 08:30:45 -0700,2018-12-19 16:28:04 -0700,2018-12-19 16:53:20 -0700,192.184,4.41478
2019-01-25 08:30:45 -0700,2018-12-25 14:39:47 -0700,2018-12-25 15:44:30 -0700,712.218,15.2713
2019-01-25 08:30:45 -0700,2018-12-21 08:03:49 -0700,2018-12-21 08:32:13 -0700,204.708,4.96805
2019-01-25 08:30:45 -0700,2018-12-21 14:02:34 -0700,2018-12-21 14:30:31 -0700,202.475,4.51818
2019-01-25 08:30:45 -0700,2019-01-16 16:27:59 -0700,2019-01-16 16:52:52 -0700,198.613,4.51376
2019-01-27 10:10:42 -0700,2019-01-27 07:52:02 -0700,2019-01-27 10:09:58 -0700,890.692,30.5124
2019-01-28 08:31:12 -0700,2019-01-28 08:03:44 -0700,2019-01-28 08:29:35 -0700,190.529,4.61287
2019-02-03 10:23:27 -0700,2019-02-03 07:48:18 -0700,2019-02-03 10:05:18 -0700,866.104,30.3181
2019-02-18 08:59:58 -0700,2019-02-18 07:42:44 -0700,2019-02-18 08:59:01 -0700,597.338,14.7733
2019-02-25 08:24:13 -0700,2019-02-25 07:48:00 -0700,2019-02-25 08:16:18 -0700,182.131,4.46517
2019-02-27 08:17:42 -0700,2019-02-27 07:50:06 -0700,2019-02-27 08:15:42 -0700,191.635,4.49568
2019-02-27 16:45:11 -0700,2019-01-28 16:33:05 -0700,2019-01-28 16:56:35 -0700,189.386,4.45007
2019-02-27 16:45:11 -0700,2019-01-18 16:30:20 -0700,2019-01-18 16:57:55 -0700,190.675,4.48506
2019-02-27 16:45:11 -0700,2019-02-25 16:52:31 -0700,2019-02-25 17:19:12 -0700,166.252,4.38843
2019-02-27 16:45:11 -0700,2019-01-23 16:32:08 -0700,2019-01-23 16:58:53 -0700,194.948,4.48748
2019-02-27 16:45:11 -0700,2019-01-25 16:14:59 -0700,2019-01-25 16:38:44 -0700,189.906,4.42447
2019-03-01 08:28:17 -0700,2019-03-01 08:00:52 -0700,2019-03-01 08:26:57 -0700,204.046,4.66544
2019-03-06 08:18:01 -0700,2019-03-06 07:50:29 -0700,2019-03-06 08:16:23 -0700,196.048,4.56584
2019-03-08 09:07:57 -0700,2019-03-08 07:49:51 -0700,2019-03-08 08:17:06 -0700,192.105,4.60014
2019-03-10 09:13:37 -0700,2019-03-10 06:52:00 -0700,2019-03-10 09:10:30 -0700,851.865,30.3723
2019-03-11 07:26:53 -0700,2019-03-11 06:58:27 -0700,2019-03-11 07:25:06 -0700,185.661,4.4666
2019-03-13 07:30:37 -0700,2019-03-13 07:01:45 -0700,2019-03-13 07:29:05 -0700,196.699,4.56248
2019-03-15 07:32:16 -0700,2019-03-15 07:04:54 -0700,2019-03-15 07:30:39 -0700,196.473,4.49922
2019-03-18 07:24:47 -0700,2019-03-18 06:57:59 -0700,2019-03-18 07:23:49 -0700,193.684,4.55154
2019-03-20 07:20:49 -0700,2019-03-20 06:52:42 -0700,2019-03-20 07:17:20 -0700,193.446,4.58591
2019-03-20 15:28:34 -0700,2019-03-08 16:25:19 -0700,2019-03-08 16:53:00 -0700,198.382,4.43609
2019-03-20 15:28:34 -0700,2019-03-06 16:37:47 -0700,2019-03-06 17:02:15 -0700,177.046,4.3519
2019-03-20 15:28:34 -0700,2019-03-18 15:30:21 -0700,2019-03-18 15:55:09 -0700,176.412,4.35805
2019-03-20 15:28:34 -0700,2019-03-15 14:20:49 -0700,2019-03-15 14:49:07 -0700,190.447,4.45784
2019-03-20 15:28:34 -0700,2019-03-11 15:36:00 -0700,2019-03-11 15:59:51 -0700,192,4.40664
2019-03-20 15:28:34 -0700,2019-02-27 16:20:51 -0700,2019-02-27 16:44:48 -0700,186.983,4.39365
2019-03-20 15:28:34 -0700,2019-03-01 16:50:57 -0700,2019-03-01 17:15:08 -0700,180.787,4.35358
2019-03-20 15:33:52 -0700,2019-03-20 15:03:39 -0700,2019-03-20 15:28:26 -0700,183.972,4.44473
2019-03-31 08:23:25 -0700,2019-03-31 06:44:21 -0700,2019-03-31 08:20:12 -0700,888.467,20.723
2019-04-01 07:00:01 -0700,2019-04-01 06:33:29 -0700,2019-04-01 06:58:39 -0700,203.836,4.60119
2019-04-01 16:01:35 -0700,2019-04-01 15:36:29 -0700,2019-04-01 16:01:26 -0700,192.989,4.40422
2019-04-03 07:35:03 -0700,2019-04-03 06:52:02 -0700,2019-04-03 07:20:03 -0700,191.313,4.57242
2019-04-03 14:22:12 -0700,2019-04-03 13:58:55 -0700,2019-04-03 14:21:43 -0700,187.395,4.40676
2019-04-05 07:29:08 -0700,2019-04-05 06:59:43 -0700,2019-04-05 07:25:31 -0700,189.286,4.56552
2019-04-05 15:35:20 -0700,2019-04-05 15:10:55 -0700,2019-04-05 15:35:04 -0700,188.513,4.41428
2019-04-08 07:48:01 -0700,2019-04-08 06:55:22 -0700,2019-04-08 07:22:40 -0700,185.835,4.62654
2019-04-08 16:53:22 -0700,2019-04-08 16:29:09 -0700,2019-04-08 16:53:10 -0700,214.242,4.45852
2019-04-10 07:45:45 -0700,2019-04-10 06:59:30 -0700,2019-04-10 07:25:37 -0700,186.808,4.56919
2019-04-10 15:58:46 -0700,2019-04-10 15:34:34 -0700,2019-04-10 15:56:25 -0700,208.537,4.44044
2019-04-12 07:28:30 -0700,2019-04-12 07:00:39 -0700,2019-04-12 07:26:44 -0700,205.097,4.66718
2019-04-12 15:45:49 -0700,2019-04-12 15:21:38 -0700,2019-04-12 15:45:28 -0700,194.749,4.4315
2019-04-14 08:56:19 -0700,2019-04-14 06:42:04 -0700,2019-04-14 08:52:11 -0700,917.944,30.4684
2019-04-15 07:14:56 -0700,2019-04-15 06:50:39 -0700,2019-04-15 07:13:49 -0700,194.28,4.5562
2019-04-15 16:03:51 -0700,2019-04-15 15:39:58 -0700,2019-04-15 16:03:21 -0700,200.778,4.48618
2019-04-19 07:31:55 -0700,2019-04-19 07:03:30 -0700,2019-04-19 07:29:37 -0700,192.08,4.45554
2019-04-19 16:08:48 -0700,2019-04-19 15:46:26 -0700,2019-04-19 16:08:38 -0700,209.881,4.44473
2019-04-21 09:30:03 -0700,2019-04-21 07:09:16 -0700,2019-04-21 09:25:39 -0700,990.639,31.9016
2019-04-22 07:15:34 -0700,2019-04-22 06:50:30 -0700,2019-04-22 07:14:26 -0700,191.463,4.5741
2019-04-22 15:48:39 -0700,2019-04-22 15:25:49 -0700,2019-04-22 15:48:21 -0700,206.681,4.52103
2019-04-24 07:25:49 -0700,2019-04-24 06:58:02 -0700,2019-04-24 07:24:55 -0700,207.954,4.60765
2019-04-24 16:35:08 -0700,2019-04-24 14:55:14 -0700,2019-04-24 15:21:21 -0700,192.618,4.48276
2019-04-26 07:37:11 -0700,2019-04-26 07:10:47 -0700,2019-04-26 07:35:43 -0700,207.968,4.5705
2019-04-29 07:24:55 -0700,2019-04-29 06:59:40 -0700,2019-04-29 07:23:19 -0700,187.262,4.37582
2019-05-01 07:42:37 -0700,2019-05-01 06:55:31 -0700,2019-05-01 07:21:28 -0700,199.323,4.55422
2019-05-03 07:27:26 -0700,2019-05-03 07:01:37 -0700,2019-05-03 07:26:39 -0700,201.841,4.58348
2019-05-05 09:06:51 -0700,2019-05-05 06:56:03 -0700,2019-05-05 09:04:58 -0700,803.84,30.2361
2019-05-06 07:11:59 -0700,2019-05-06 06:45:38 -0700,2019-05-06 07:10:10 -0700,205.951,4.5718
2019-05-08 07:27:07 -0700,2019-05-08 07:00:20 -0700,2019-05-08 07:25:22 -0700,199.544,4.5984
2019-05-10 07:18:55 -0700,2019-05-10 06:54:47 -0700,2019-05-10 07:18:26 -0700,209.934,4.56938
2019-05-12 09:13:06 -0700,2019-05-12 07:00:27 -0700,2019-05-12 09:10:57 -0700,1252.21,30.2127
2019-05-13 07:17:55 -0700,2019-05-03 15:10:49 -0700,2019-05-03 15:35:15 -0700,197.014,4.5833
2019-05-13 07:17:55 -0700,2019-05-06 15:20:43 -0700,2019-05-06 15:49:36 -0700,193.823,4.4666
2019-05-13 07:17:55 -0700,2019-05-08 15:52:25 -0700,2019-05-08 16:16:28 -0700,185.907,4.46318
2019-05-13 07:17:55 -0700,2019-04-29 15:50:27 -0700,2019-04-29 16:15:45 -0700,178.008,4.36159
2019-05-13 07:17:55 -0700,2019-05-01 15:09:27 -0700,2019-05-01 15:31:48 -0700,200.108,4.41149
2019-05-13 07:17:55 -0700,2019-05-10 15:34:15 -0700,2019-05-10 15:58:24 -0700,200.628,4.4748
2019-05-13 07:17:55 -0700,2019-04-26 15:12:09 -0700,2019-04-26 15:35:28 -0700,209.389,4.48487
2019-05-13 07:19:27 -0700,2019-05-13 06:52:36 -0700,2019-05-13 07:17:24 -0700,186.404,4.61088
2019-05-13 15:54:26 -0700,2019-05-13 15:32:31 -0700,2019-05-13 15:54:09 -0700,202.891,4.44156
2019-05-15 07:16:51 -0700,2019-05-15 06:50:28 -0700,2019-05-15 07:13:24 -0700,209.227,4.59529
2019-05-17 07:25:16 -0700,2019-05-17 06:57:08 -0700,2019-05-17 07:23:11 -0700,194.369,4.6555
2019-05-19 09:15:49 -0700,2019-05-19 06:51:19 -0700,2019-05-19 09:11:59 -0700,785.898,30.3605
2019-05-22 07:27:40 -0700,2019-05-22 07:01:18 -0700,2019-05-22 07:26:06 -0700,192.223,4.59622
2019-06-09 08:41:25 -0700,2019-06-09 06:48:21 -0700,2019-06-09 08:33:08 -0700,846.369,20.6339
2019-06-24 07:24:58 -0700,2019-06-24 06:56:56 -0700,2019-06-24 07:22:45 -0700,192.756,4.58299
2019-06-26 07:21:42 -0700,2019-06-26 06:56:16 -0700,2019-06-26 07:19:55 -0700,195.289,4.53999
2019-06-28 07:32:39 -0700,2019-06-28 07:05:54 -0700,2019-06-28 07:31:02 -0700,195.307,4.59989
2019-07-01 07:13:55 -0700,2019-05-22 15:26:24 -0700,2019-05-22 15:50:57 -0700,201.098,4.50985
2019-07-01 07:13:55 -0700,2019-06-26 13:42:46 -0700,2019-06-26 14:12:43 -0700,213.715,4.62549
2019-07-01 07:13:55 -0700,2019-06-24 14:30:37 -0700,2019-06-24 14:55:40 -0700,191.254,4.37998
2019-07-01 07:13:55 -0700,2019-05-17 15:17:59 -0700,2019-05-17 15:40:54 -0700,192.813,4.41118
2019-07-01 07:13:55 -0700,2019-05-15 13:15:20 -0700,2019-05-15 13:40:24 -0700,194.211,4.51861
2019-07-01 07:13:55 -0700,2019-06-28 14:38:18 -0700,2019-06-28 15:02:54 -0700,199.428,4.49028
2019-07-26 14:49:21 -0700,2019-07-01 15:17:24 -0700,2019-07-01 15:42:40 -0700,202.141,4.44678
2019-07-29 15:24:11 -0700,2019-07-29 06:58:36 -0700,2019-07-29 07:22:46 -0700,189.69,4.55745
2019-07-29 15:24:11 -0700,2019-07-08 06:56:09 -0700,2019-07-08 07:21:38 -0700,199.801,4.51948
2019-07-29 15:24:12 -0700,2019-07-26 07:09:16 -0700,2019-07-26 07:33:26 -0700,193.698,4.51097
2019-07-29 15:24:12 -0700,2019-07-12 14:09:53 -0700,2019-07-12 14:33:47 -0700,182.636,4.40328
2019-07-29 15:24:12 -0700,2019-07-03 07:06:45 -0700,2019-07-03 07:30:46 -0700,194.393,4.58671
2019-07-29 15:24:12 -0700,2019-07-24 06:49:10 -0700,2019-07-24 07:15:07 -0700,172.392,4.51016
2019-07-29 15:24:12 -0700,2019-07-28 06:51:35 -0700,2019-07-28 08:23:20 -0700,542.669,20.5817
2019-07-29 15:24:12 -0700,2019-07-21 06:55:27 -0700,2019-07-21 08:27:53 -0700,531.317,20.6325
2019-07-29 15:24:12 -0700,2019-07-08 14:35:55 -0700,2019-07-08 15:01:27 -0700,199.435,4.52526
2019-07-29 15:24:12 -0700,2019-07-03 14:47:44 -0700,2019-07-03 15:15:22 -0700,206.441,4.50233
2019-07-29 15:24:12 -0700,2019-07-12 06:55:35 -0700,2019-07-12 07:19:03 -0700,205.544,4.6381
2019-07-29 15:24:12 -0700,2019-07-17 07:01:21 -0700,2019-07-17 07:27:49 -0700,176.382,4.48549
2019-07-29 15:24:12 -0700,2019-07-26 14:27:09 -0700,2019-07-26 14:50:32 -0700,189.633,4.36849
2019-07-29 15:24:12 -0700,2019-07-24 15:45:35 -0700,2019-07-24 16:10:47 -0700,189.776,4.49102
2019-07-29 15:44:16 -0700,2019-07-29 15:00:17 -0700,2019-07-29 15:23:54 -0700,177.037,4.42
2019-08-02 07:27:31 -0700,2019-08-02 06:59:43 -0700,2019-08-02 07:25:39 -0700,185.842,4.52321
2019-08-02 15:53:33 -0700,2019-08-02 15:22:34 -0700,2019-08-02 15:52:27 -0700,172.982,4.35389
2019-08-04 10:47:51 -0700,2019-08-04 06:47:38 -0700,2019-08-04 08:56:09 -0700,825.308,30.334
2019-08-05 07:22:00 -0700,2019-08-05 06:57:05 -0700,2019-08-05 07:21:01 -0700,196.02,4.52333
2019-08-07 07:23:25 -0700,2019-08-07 06:56:44 -0700,2019-08-07 07:21:34 -0700,185.929,4.51476
2019-08-07 15:34:00 -0700,2019-08-07 15:10:00 -0700,2019-08-07 15:33:34 -0700,184.256,4.38216
2019-08-09 07:23:38 -0700,2019-08-09 06:57:42 -0700,2019-08-09 07:22:38 -0700,195.012,4.53477
2019-08-09 14:42:01 -0700,2019-08-09 14:15:11 -0700,2019-08-09 14:39:49 -0700,179.462,4.388
2019-08-12 07:21:13 -0700,2019-08-12 06:55:25 -0700,2019-08-12 07:20:05 -0700,191.619,4.58255
2019-08-12 16:02:17 -0700,2019-08-12 15:38:03 -0700,2019-08-12 16:01:59 -0700,187.664,4.43224
2019-08-14 07:25:40 -0700,2019-08-14 06:55:49 -0700,2019-08-14 07:19:41 -0700,188.457,4.54371
2019-08-14 16:43:37 -0700,2019-08-14 16:17:43 -0700,2019-08-14 16:43:00 -0700,175.116,4.44728
2019-08-16 07:24:48 -0700,2019-08-16 06:59:29 -0700,2019-08-16 07:23:57 -0700,183.214,4.53632
2019-08-16 14:56:49 -0700,2019-08-16 14:33:03 -0700,2019-08-16 14:56:31 -0700,179.429,4.38315
2019-08-23 07:15:50 -0700,2019-08-23 06:51:34 -0700,2019-08-23 07:13:55 -0700,179.236,4.43895
2019-08-23 15:23:19 -0700,2019-08-23 14:59:49 -0700,2019-08-23 15:22:49 -0700,186.164,4.3885
2019-08-25 08:24:37 -0700,2019-08-25 06:58:03 -0700,2019-08-25 08:23:13 -0700,635.064,15.4339
2019-08-25 10:00:38 -0700,2019-08-25 09:05:11 -0700,2019-08-25 09:55:26 -0700,368.682,9.43074
2019-08-26 07:24:05 -0700,2019-08-26 06:57:01 -0700,2019-08-26 07:21:27 -0700,189.455,4.5362
2019-08-26 16:47:26 -0700,2019-08-26 16:17:03 -0700,2019-08-26 16:47:07 -0700,163.326,4.36812
2019-09-01 08:55:54 -0700,2019-09-01 06:38:33 -0700,2019-09-01 08:53:10 -0700,888.15,30.4746
2019-09-22 07:33:29 -0700,2019-09-22 06:32:39 -0700,2019-09-22 07:25:37 -0700,273.4,7.2253
2019-09-29 06:26:23 -0700,2019-09-22 06:32:39 -0700,2019-09-22 07:25:37 -0700,273.4,7.2253
2019-09-29 07:21:19 -0700,2019-09-22 06:32:39 -0700,2019-09-22 07:25:37 -0700,273.424,7.2253
